Portál,Číslo,Název pozice,Link,Firma,Lokace,Typ úvazku,Datum inzerátu,Tag,Plat
jobs.cz,24,Azure Data Engineer,https://www.jobs.cz/rpd/2000313417/?searchId=055a01e2-1c7f-4ec6-b6db-79c5a1343f86&rps=233,"Albert Česká republika, s.r.o.",Praha – Jinonice,,31. srpna,,
jobs.cz,25,Senior DWH/Big Data Engineer/Developer,https://www.jobs.cz/rpd/2000280820/?searchId=055a01e2-1c7f-4ec6-b6db-79c5a1343f86&rps=233,"Komerční banka, a.s.",Praha – Stodůlky,,24. září,,
jobs.cz,26,Power BI Developer/Analyst,https://www.jobs.cz/rpd/2000352696/?searchId=055a01e2-1c7f-4ec6-b6db-79c5a1343f86&rps=233,Unicorn,Praha – Holešovice,,9. září,,
jobs.cz,27,DS/ML/AI Lead Engineer,https://www.jobs.cz/rpd/2000328397/?searchId=055a01e2-1c7f-4ec6-b6db-79c5a1343f86&rps=233,"Profinit EU, s.r.o.",Praha,,15. září,,
jobs.cz,28,SW Engineer AI / ML – Senior (m/ž),https://www.jobs.cz/rpd/2000333435/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,O2 Czech Republic a.s.,Praha – Michle,,19. září,,
jobs.cz,29,Global Master Data Manager (all genders),https://www.jobs.cz/rpd/2000371691/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,Schleich GmbH,Praha,,Přidáno včera,NEW,
jobs.cz,30,Trainee program do oblasti řízení kvality dat (m/ž),https://www.jobs.cz/rpd/2000365035/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,"ČSOB Československá obchodní banka, a. s.",Hlavní město Praha + 2 další lokality,,19. září,,
jobs.cz,31,Data Engineer,https://www.jobs.cz/rpd/2000350444/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,Publicis Groupe,Praha – Libeň,,5. září,,
jobs.cz,32,Specialista správy dat,https://www.jobs.cz/rpd/2000292559/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,"ČEZ, a. s.",Praha – Michle,,12. září,,
jobs.cz,33,Expert Master Data Management (all genders),https://www.jobs.cz/rpd/2000367384/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,Schleich GmbH,Praha,,23. září,,
jobs.cz,34,Marketing Data Specialist - firemní klienti,https://www.jobs.cz/rpd/2000372357/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,"Česká spořitelna, a.s.",Praha – Michle,,Přidáno včera,NEW,
jobs.cz,35,"Data Team Lead - Data engineering/ML/AI , až 95% Home office, HPP/IČO",https://www.jobs.cz/rpd/2000264841/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,BARTON Consulting s.r.o.,Praha,,23. září,,100 000 ‍–‍ 160 000 Kč
jobs.cz,36,Expert Master Data Management (all genders),https://www.jobs.cz/rpd/2000363691/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,Schleich GmbH,Praha,,25. září,,
jobs.cz,37,"Python Developer - Data engineering, až 100% home-office",https://www.jobs.cz/rpd/2000198712/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,BARTON Consulting s.r.o.,Praha,,6. září,,
jobs.cz,38,SW Engineer for AI Centre (m/f),https://www.jobs.cz/rpd/2000187379/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,O2 Czech Republic a.s.,Praha – Michle,,18. září,,
jobs.cz,39,Python Developer (Football data & AI focus),https://www.jobs.cz/rpd/2000350418/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,Stats Perform,Praha – Libeň,,Aktualizováno včera,,
jobs.cz,40,Blockchain Intelligence Analyst / BigData Analyst / Python,https://www.jobs.cz/rpd/2000363507/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,Podproza s.r.o.,Praha – Staré Město,,25. září,,
jobs.cz,41,Senior Data Scientist,https://www.jobs.cz/rpd/1637839320/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,DoDo Czech s.r.o.,Praha – Karlín,,Končí zítra,,
jobs.cz,42,Data Scientist pro VML,https://www.jobs.cz/rpd/2000342679/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,Wunderman Thompson,Praha – Holešovice,,Končí zítra,,
jobs.cz,43,Lead Data Scientist (JPO26127),https://www.jobs.cz/rpd/2000368297/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,Alza.cz a.s.,Praha – Holešovice,,23. září,,
jobs.cz,44,Senior Data Scientist,https://www.jobs.cz/rpd/2000349294/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,Gen Digital(Avast),Praha – Nusle + 1 další lokalita,,Přidáno včera,NEW,
jobs.cz,45,Data Scientist for movies and TV series - Nova AI Centre,https://www.jobs.cz/rpd/1632282541/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,TV Nova s.r.o.,Praha – Hlubočepy,,Končí za 3 dny,,
jobs.cz,46,Data scientist,https://www.jobs.cz/rpd/2000247894/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,"ČSOB Pojišťovna, a. s., člen holdingu ČSOB",Praha – Radlice + 1 další lokalita,,3. září,,
jobs.cz,47,“QUANTITATIVE TRADER” / “DATA SCIENCE TRADER”  - INTRADAY TRADING,https://www.jobs.cz/rpd/2000371001/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,"ČEZ, a. s.",Praha – Michle,,25. září,,
jobs.cz,48,Operations BI Analyst,https://www.jobs.cz/rpd/2000343025/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,Košík.cz s.r.o.,Praha – Horní Počernice,,Končí za 3 dny,,
jobs.cz,49,Datový analytik v oddělení LOGISTIKY (JPO15609),https://www.jobs.cz/rpd/2000360761/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,Alza.cz a.s.,Praha – Holešovice,,16. září,,
jobs.cz,50,Datový analytik - logistika laboratoře,https://www.jobs.cz/rpd/2000259295/?searchId=3da5734a-4c40-48f2-9adb-b03304bf269d&rps=233,Unilabs Diagnostics k.s.,Praha – Vokovice,,Končí zítra,,50 000 ‍–‍ 80 000 Kč
jobs.cz,51,Datový analytik pro statistiku mikrodat (AnaCredit),https://www.jobs.cz/rpd/2000271281/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,ČESKÁ NÁRODNÍ BANKA,Praha – Nové Město,,Aktualizováno včera,,
jobs.cz,52,BI ANALYST - ESIF,https://www.jobs.cz/rpd/2000363669/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,Raiffeisenbank a.s.,Praha – Nusle,,18. září,,
jobs.cz,53,BI/DWH ANALYST,https://www.jobs.cz/rpd/1634690328/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,Raiffeisenbank a.s.,Praha – Nusle,,18. září,,
jobs.cz,54,HR Data analytik (m/ž),https://www.jobs.cz/rpd/2000359517/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,O2 Czech Republic a.s.,Praha – Michle,,13. září,,
jobs.cz,55,Data Analyst,https://www.jobs.cz/rpd/2000359392/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,"ADASTRA, s.r.o.",Praha – Karlín,,20. září,,
jobs.cz,56,FINANCIAL DATA ANALYST - MEZINÁRODNÍ FINANČNÍ SPOLEČNOST,https://www.jobs.cz/rpd/2000357500/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,DRILL Business Services,Praha,,12. září,,
jobs.cz,57,Senior Business Data Analyst,https://www.jobs.cz/rpd/2000347493/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,"VIG RE zajišťovna, a.s.",Praha – Staré Město,,3. září,,
jobs.cz,58,Data Analytik,https://www.jobs.cz/rpd/2000336529/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,MAKRO Cash & Carry ČR s.r.o.,Kozomín,,22. září,,
jobs.cz,59,Corporate Real Estate Data Analyst,https://www.jobs.cz/rpd/2000363252/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,"SGS Czech Republic, s.r.o.",Praha – Stodůlky,,25. září,,
jobs.cz,60,Data analytik/čka pro provizní řešení v KB,https://www.jobs.cz/rpd/2000364514/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,"Komerční banka, a.s.",Praha – Stodůlky,,19. září,,
jobs.cz,61,Data Analytik Junior,https://www.jobs.cz/rpd/2000336366/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,MAKRO Cash & Carry ČR s.r.o.,Kozomín,,22. září,,
jobs.cz,62,Senior BI Specialist (QlikSense),https://www.jobs.cz/rpd/2000364190/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,EMARK s.r.o.,Praha – Nové Město,,25. září,,50 000 ‍–‍ 95 000 Kč
jobs.cz,63,BI DELIVERY MANAGER,https://www.jobs.cz/rpd/2000354830/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,Raiffeisenbank a.s.,Praha – Nusle,,10. září,,
jobs.cz,64,Senior Data Analyst,https://www.jobs.cz/rpd/2000365464/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,"CTP Invest, spol. s r.o.",Praha – Nové Město,,Aktualizováno včera,,
jobs.cz,65,📈 PROJECT MANAGER / DATA & BUSINESS ANALYST / farmaceutická firma,https://www.jobs.cz/rpd/2000368278/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,Pharmonia s.r.o.,Hlavní město Praha,,23. září,,
jobs.cz,66,Data Engineer pro VML,https://www.jobs.cz/rpd/2000352802/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,Wunderman Thompson,Praha – Holešovice,,9. září,,
jobs.cz,67,Datawarehouse SQL Developer/Analyst pro Risk management (Medior/Senior),https://www.jobs.cz/rpd/2000221283/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,"Komerční banka, a.s.",Praha – Stodůlky,,Končí zítra,,
jobs.cz,68,"Software Engineer, Clinical Data Management (R304682)",https://www.jobs.cz/rpd/2000357559/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,MSD IT,Praha – Smíchov,,Aktualizováno včera,,
jobs.cz,69,Data Center Senior Engineer,https://www.jobs.cz/rpd/2000337827/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,Vodafone Czech Republic a.s.,Praha – Stodůlky,,Přidáno včera,NEW,
jobs.cz,70,Data Analyst,https://www.jobs.cz/rpd/2000296694/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,"W.A.G. payment solutions, a.s.",Praha – Nusle,,11. září,,
jobs.cz,71,Group Product Data Analyst,https://www.jobs.cz/rpd/2000346482/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,Fortuna Group,Praha – Vinohrady,,3. září,,
jobs.cz,72,Group Data Analyst,https://www.jobs.cz/rpd/2000312834/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,Fortuna Group,Praha – Vinohrady,,5. září,,
jobs.cz,73,Data Analyst,https://www.jobs.cz/rpd/2000350433/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,Publicis Groupe,Praha – Libeň,,5. září,,
jobs.cz,74,Data analytik – Daně,https://www.jobs.cz/rpd/2000366666/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,EY,Praha,,20. září,,
jobs.cz,75,Data analyst,https://www.jobs.cz/rpd/2000327308/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,"ČSOB Pojišťovna, a. s., člen holdingu ČSOB",Praha – Radlice + 1 další lokalita,,18. září,,
jobs.cz,76,⋙ Datový specialista - částečný home office ⋘,https://www.jobs.cz/rpd/2000357113/?searchId=c1b97724-bc9d-4d1d-8b97-85a67bb37fec&rps=233,"mBlue Czech, s.r.o.",Slaný,,12. září,,
jobs.cz,77,Databázový administrátor/ka  - MS SQL,https://www.jobs.cz/rpd/2000350065/?searchId=df1d5212-9295-4307-a7bd-4dcc4d90c531&rps=233,Bezpečnostní informační služba,Hlavní město Praha,,5. září,,
jobs.cz,78,Senior Data Developer,https://www.jobs.cz/rpd/2000347153/?searchId=df1d5212-9295-4307-a7bd-4dcc4d90c531&rps=233,"Česká spořitelna, a.s.",Praha – Michle,,4. září,,
jobs.cz,79,BUSINESS INTELLIGENCE/DWH DEVELOPER,https://www.jobs.cz/rpd/2000334499/?searchId=df1d5212-9295-4307-a7bd-4dcc4d90c531&rps=233,J&T BANKA,Praha – Karlín,,24. září,,
jobs.cz,80,Data Specialist,https://www.jobs.cz/rpd/2000294822/?searchId=df1d5212-9295-4307-a7bd-4dcc4d90c531&rps=233,"MSF Shared IT Services, z.s.",Praha – Libeň,,Aktualizováno včera,,
jobs.cz,81,Data & Sales Assistant - 32 h/week,https://www.jobs.cz/rpd/2000352885/?searchId=df1d5212-9295-4307-a7bd-4dcc4d90c531&rps=233,"Hays Czech Republic, s.r.o.",Praha,,9. září,,32 000 ‍–‍ 36 000 Kč
jobs.cz,82,Data Integration Specialist,https://www.jobs.cz/rpd/2000370614/?searchId=df1d5212-9295-4307-a7bd-4dcc4d90c531&rps=233,Accace Circle a.s.,Praha – Nusle,,25. září,,
jobs.cz,83,⭕ Business Data Support - Praha,https://www.jobs.cz/rpd/2000360107/?searchId=df1d5212-9295-4307-a7bd-4dcc4d90c531&rps=233,"ProfesKontakt, s.r.o.",Hlavní město Praha,,16. září,,40 000 ‍–‍ 80 000 Kč
jobs.cz,84,IT Data & Reporting Specialist (Power BI),https://www.jobs.cz/rpd/2000371456/?searchId=df1d5212-9295-4307-a7bd-4dcc4d90c531&rps=233,DPD,okres Praha + 3 další lokality,,25. září,,
jobs.cz,85,HR Data expert,https://www.jobs.cz/rpd/2000342316/?searchId=df1d5212-9295-4307-a7bd-4dcc4d90c531&rps=233,"Česká pošta, s.p.",Praha – Malešice,,16. září,,
jobs.cz,86,DIGITAL SPECIALIST DATA - JUNIOR,https://www.jobs.cz/rpd/2000368058/?searchId=df1d5212-9295-4307-a7bd-4dcc4d90c531&rps=233,MEDIA MARKETING SERVICES a.s.,Praha – Vinohrady,,23. září,,
jobs.cz,87,Data a CRM Manager,https://www.jobs.cz/rpd/2000365179/?searchId=df1d5212-9295-4307-a7bd-4dcc4d90c531&rps=233,Bezvavlasy a.s.,Praha – Libeň,,Aktualizováno včera,,60 000 ‍–‍ 75 000 Kč
jobs.cz,88,Datový analytik,https://www.jobs.cz/rpd/2000285836/?searchId=df1d5212-9295-4307-a7bd-4dcc4d90c531&rps=233,MEDIA FACTORY GROUP Czech Republic a.s.,Praha – Žižkov,,Končí za 3 dny,,
jobs.cz,89,ANALYTIK REPORTINGU,https://www.jobs.cz/rpd/2000296679/?searchId=db4a15f5-7721-4ed2-b8f0-dd45ba247bfd&rps=233,J&T BANKA,Praha – Karlín,,9. září,,
jobs.cz,90,Datový analytik,https://www.jobs.cz/rpd/2000282397/?searchId=db4a15f5-7721-4ed2-b8f0-dd45ba247bfd&rps=233,ÚSTAV ZDRAVOTNICKÝCH INFORMACÍ A STATISTIKY ČR,Praha – Nové Město,,Přidáno včera,NEW,
jobs.cz,91,BI Analytik/Analytička pro skupinu Ambiente,https://www.jobs.cz/rpd/2000364114/?searchId=db4a15f5-7721-4ed2-b8f0-dd45ba247bfd&rps=233,"AMBI CZ, s.r.o.",Praha – Josefov,,25. září,,
jobs.cz,92,BUSINESS DATOVÝ ANALYTIK,https://www.jobs.cz/rpd/1636521208/?searchId=db4a15f5-7721-4ed2-b8f0-dd45ba247bfd&rps=233,J&T BANKA,Praha – Karlín,,9. září,,
jobs.cz,93,BI ANALYTIK,https://www.jobs.cz/rpd/2000268527/?searchId=db4a15f5-7721-4ed2-b8f0-dd45ba247bfd&rps=233,"Technická správa komunikací hl. m. Prahy, a.s.",Praha – Holešovice,,Přidáno včera,NEW,
jobs.cz,94,Datový analytik - senior,https://www.jobs.cz/rpd/2000358354/?searchId=db4a15f5-7721-4ed2-b8f0-dd45ba247bfd&rps=233,LOGSENSE s.r.o.,Praha – Karlín,,20. září,,
jobs.cz,95,Datový analytik / analytička,https://www.jobs.cz/rpd/2000303315/?searchId=db4a15f5-7721-4ed2-b8f0-dd45ba247bfd&rps=233,DPD,Praha – Vinohrady,,19. září,,
jobs.cz,96,Datový analytik do týmů chatbotů,https://www.jobs.cz/rpd/2000369974/?searchId=db4a15f5-7721-4ed2-b8f0-dd45ba247bfd&rps=233,"Česká spořitelna, a.s.",Praha – Michle,,24. září,,
jobs.cz,97,Node.js Developer pražských dat (m/ž),https://www.jobs.cz/rpd/1570252581/?searchId=83c935ee-47b0-4831-8951-32150eaa23a6&rps=233,"Operátor ICT, a. s.",Praha – Holešovice,,23. září,,
jobs.cz,98,Internship datový analytik - Financial Accounting Advisory Services,https://www.jobs.cz/rpd/2000352178/?searchId=83c935ee-47b0-4831-8951-32150eaa23a6&rps=233,EY,Praha – Nové Město,,8. září,,
jobs.cz,99,Junior datový analytik - Financial Accounting Advisory Services,https://www.jobs.cz/rpd/2000352177/?searchId=83c935ee-47b0-4831-8951-32150eaa23a6&rps=233,EY,Praha – Nové Město,,8. září,,46 000 Kč
jobs.cz,100,Datalake Platform Engineer,https://www.jobs.cz/rpd/2000313418/?searchId=83c935ee-47b0-4831-8951-32150eaa23a6&rps=233,"Albert Česká republika, s.r.o.",Praha – Jinonice,,1. září,,
jobs.cz,101,Datový analytik - modelář,https://www.jobs.cz/rpd/2000362477/?searchId=e7d810d0-f500-4468-9990-b4d13030ac38&rps=233,Institut pro regulaci hazardních her z.s.,Praha – Nové Město,,24. září,,
jobs.cz,102,SPECIALISTA/ANALYTIK REGULATORNÍHO REPORTINGU,https://www.jobs.cz/rpd/2000296501/?searchId=99cfa08a-0fba-4d45-9ee0-bce5212c6dd7&rps=233,J&T BANKA,Praha – Karlín,,9. září,,
jobs.cz,103,Senior MS SQL Database Engineer - Innovate in Counterparty Risk,https://www.jobs.cz/rpd/2000351113/?searchId=86576b64-567b-4226-8f6e-ad2116ee511f&rps=233,"COMMERZBANK Aktiengesellschaft, pobočka Praha",Praha – Nové Město,,6. září,,
jobs.cz,104,C++ Engineer - Mid/Senior for AI,https://www.jobs.cz/rpd/2000317533/?searchId=2c714153-1f32-4267-beaf-1edbd2c98307&rps=233,Bohemia Interactive Simulations k.s.,Praha – Karlín,,23. září,,
jobs.cz,105,Business Consultant – Digital Transformation & AI,https://www.jobs.cz/rpd/2000367948/?searchId=2c714153-1f32-4267-beaf-1edbd2c98307&rps=233,"ADASTRA, s.r.o.",Praha – Karlín,,23. září,,
jobs.cz,106,HVAC Business Intelligence Analyst,https://www.jobs.cz/rpd/2000358365/?searchId=2c714153-1f32-4267-beaf-1edbd2c98307&rps=233,"ČEZ, a. s.",Praha – Michle,,13. září,,
jobs.cz,107,Client BI Solutions Analyst,https://www.jobs.cz/rpd/2000351789/?searchId=685b0779-f31a-4d59-952c-77f1ec1072a9&rps=233,International SOS,Praha – Smíchov,,20. září,,
jobs.cz,108,Datový analytik/datová analytička v odboru Výkaznictví státu,https://www.jobs.cz/rpd/2000363505/?searchId=685b0779-f31a-4d59-952c-77f1ec1072a9&rps=233,Ministerstvo financí,Praha – Malá Strana,,25. září,,34 840 ‍–‍ 51 530 Kč
jobs.cz,109,Datový analytik/čka – Modelář,https://www.jobs.cz/rpd/2000251532/?searchId=685b0779-f31a-4d59-952c-77f1ec1072a9&rps=233,"ČEPS, a.s.",Praha – Michle,,Končí zítra,,
jobs.cz,110,Business Consultant – Digital Transformation & AI,https://www.jobs.cz/rpd/2000367948/?searchId=c1479bfc-0a20-46e0-b362-8a974764f8d2&rps=233,"ADASTRA, s.r.o.",Praha – Karlín,,23. září,,
jobs.cz,111,AI Product Consultant,https://www.jobs.cz/rpd/2000308584/?searchId=c1479bfc-0a20-46e0-b362-8a974764f8d2&rps=233,"Profinit EU, s.r.o.",Praha,,24. září,,
jobs.cz,112,SPECIALISTA REPORTINGU & ANALÝZ,https://www.jobs.cz/rpd/2000355335/?searchId=675b033c-dd67-46a7-adc7-267b18f6aca2&rps=233,BENU Česká republika s.r.o.,Praha – Hostivař,,10. září,,
jobs.cz,113,(SENIOR) SPECIALISTA COREP REPORTINGU,https://www.jobs.cz/rpd/2000296495/?searchId=675b033c-dd67-46a7-adc7-267b18f6aca2&rps=233,J&T BANKA,Praha – Karlín,,9. září,,
jobs.cz,114,Specialist(k)a regulatorního reportingu,https://www.jobs.cz/rpd/2000364188/?searchId=4b0b318e-f82f-4552-912a-19875fd77b3c&rps=233,UNIQA,Praha – Vokovice,,18. září,,
jobs.cz,115,"Specialista pro reporting, konsolidaci a datové analýzy",https://www.jobs.cz/rpd/2000363560/?searchId=4b0b318e-f82f-4552-912a-19875fd77b3c&rps=233,"Pražská energetika, a.s.",Praha – Vršovice,,18. září,,
jobs.cz,116,"Specialista datových analýz – Praha 9, Horní Počernice",https://www.jobs.cz/rpd/2000352678/?searchId=4b0b318e-f82f-4552-912a-19875fd77b3c&rps=233,"Axial Personnel Agency, s.r.o.",okres Praha-východ,,9. září,,
jobs.cz,117,SPECIALISTA (ESG) REPORTINGU,https://www.jobs.cz/rpd/1613659111/?searchId=4b0b318e-f82f-4552-912a-19875fd77b3c&rps=233,"AGROFERT, a.s.",Praha – Chodov,,Přidáno před hodinou,,
jobs.cz,118,Specialista reportingu a controllingu,https://www.jobs.cz/rpd/2000357818/?searchId=c4fa034c-b4a4-4ff8-8f89-43d7eec01301&rps=233,ECOVIS FACTA a.s.,Praha – Krč,,Aktualizováno včera,,
jobs.cz,119,Elektroinženýr - Buďte součástí AI revoluce!,https://www.jobs.cz/rpd/2000292528/?searchId=8dacafdd-c5a0-4c4d-b9d3-606649dafb52&rps=233,Luxonis,Praha – Jinonice,,22. září,,90 000 ‍–‍ 120 000 Kč
jobs.cz,120,Business Intelligence Lead,https://www.jobs.cz/rpd/2000357885/?searchId=9f5cc3a9-d6b1-4b14-89bf-e8500a74f741&rps=233,NN,Praha – Smíchov,,12. září,,
jobs.cz,121,"Senior Specialist, AI Engineering (R302759)",https://www.jobs.cz/rpd/2000351667/?searchId=9f5cc3a9-d6b1-4b14-89bf-e8500a74f741&rps=233,MSD IT,Praha – Smíchov,,20. září,,
jobs.cz,122,"Specialist, AI Engineering (R302756 )",https://www.jobs.cz/rpd/2000351626/?searchId=9f5cc3a9-d6b1-4b14-89bf-e8500a74f741&rps=233,MSD IT,Praha – Smíchov,,20. září,,
jobs.cz,123,Data Engineer / IT Konzultant  (high-tech data company),https://www.jobs.cz/rpd/2000363528/?searchId=8ddea596-a680-478a-8055-70ea1db7941c&rps=233,CloverDX Labs s.r.o.,Brno – Zábrdovice,,25. září,,60 000 ‍–‍ 120 000 Kč
jobs.cz,124,Data Scientist Junior,https://www.jobs.cz/rpd/2000364933/?searchId=8ddea596-a680-478a-8055-70ea1db7941c&rps=233,Home Credit a.s.,Brno – Staré Brno,,19. září,,
jobs.cz,125,Data Analyst,https://www.jobs.cz/rpd/2000275805/?searchId=8ddea596-a680-478a-8055-70ea1db7941c&rps=233,Marmon Foodservice Manufacturing s.r.o.,Brno – Tuřany,,23. září,,
jobs.cz,126,Sustainability Data Analyst / Data Architect,https://www.jobs.cz/rpd/2000255983/?searchId=8ddea596-a680-478a-8055-70ea1db7941c&rps=233,MANN+HUMMEL Service s.r.o. – Shared Service Centre,Brno,,4. září,,
jobs.cz,127,BI Data Analyst,https://www.jobs.cz/rpd/2000350547/?searchId=8ddea596-a680-478a-8055-70ea1db7941c&rps=233,Notino s.r.o.,Brno – Štýřice,,5. září,,
jobs.cz,128,Business Intelligence Data Engineer,https://www.jobs.cz/rpd/2000246980/?searchId=8ddea596-a680-478a-8055-70ea1db7941c&rps=233,KBC Global Services NV,Brno – Starý Lískovec,,11. září,,
jobs.cz,129,Senior Data Scientist,https://www.jobs.cz/rpd/2000349294/?searchId=8ddea596-a680-478a-8055-70ea1db7941c&rps=233,Gen Digital(Avast),Brno – Trnitá + 1 další lokalita,,Přidáno včera,NEW,
jobs.cz,130,Datový analytik/Datová analytička v oboru bioinformatika,https://www.jobs.cz/rpd/2000303283/?searchId=8ddea596-a680-478a-8055-70ea1db7941c&rps=233,Masarykova univerzita,Brno – Bohunice,,6. září,,
jobs.cz,131,Online Data Analyst,https://www.jobs.cz/rpd/2000343440/?searchId=8ddea596-a680-478a-8055-70ea1db7941c&rps=233,TELUS International AI,Brno – Brno-město,,Končí za 3 dny,,
jobs.cz,132,Data Analyst,https://www.jobs.cz/rpd/2000358638/?searchId=8ddea596-a680-478a-8055-70ea1db7941c&rps=233,FABORY Czech s.r.o.,Šlapanice,,20. září,,
jobs.cz,133,Data Analyst,https://www.jobs.cz/rpd/2000280879/?searchId=8ddea596-a680-478a-8055-70ea1db7941c&rps=233,KBC Global Services NV,Brno,,25. září,,
jobs.cz,134,Senior Sustainability Data Analyst,https://www.jobs.cz/rpd/2000366388/?searchId=8ddea596-a680-478a-8055-70ea1db7941c&rps=233,Atlas Copco Services s.r.o.,Brno – Štýřice,,20. září,,
jobs.cz,135,Master Data Specialist - Standard Cost / Item Creations & Maintenance,https://www.jobs.cz/rpd/2000271317/?searchId=8ddea596-a680-478a-8055-70ea1db7941c&rps=233,Ingersoll Rand,Brno – Žabovřesky,,23. září,,
jobs.cz,136,Datový analytik (bonusy 2x ročně),https://www.jobs.cz/rpd/2000340107/?searchId=8ddea596-a680-478a-8055-70ea1db7941c&rps=233,KBC Global Services NV,Brno – Starý Lískovec,,Přidáno včera,NEW,
jobs.cz,137,Analytik Business Intelligence / BI Analyst,https://www.jobs.cz/rpd/2000340785/?searchId=e913c12a-5437-43d3-86ba-b2bab26da372&rps=233,AG FOODS Group a.s.,Velká Bíteš – Košíkov,,Končí za 15 hodin,,50 000 ‍–‍ 65 000 Kč
jobs.cz,138,STÁŽ pro studenty - datové analytiky,https://www.jobs.cz/rpd/2000359114/?searchId=e913c12a-5437-43d3-86ba-b2bab26da372&rps=233,Úřad pro ochranu hospodářské soutěže,Brno – Černá Pole,,20. září,,
jobs.cz,139,Stážista v oddělení Business Excellence (Reporting & Datová analýza),https://www.jobs.cz/rpd/2000352362/?searchId=b2187c84-b814-48b8-b17a-d1308e44448a&rps=233,Angelini Pharma Česká republika s.r.o.,Brno – Starý Lískovec,,9. září,,25 000 ‍–‍ 30 000 Kč
jobs.cz,140,Senior BI Developer,https://www.jobs.cz/rpd/2000364850/?searchId=ca6a1b3e-1716-45ab-8616-66a9737ff72e&rps=233,"IDC Central Europe, the Middle East & Africa",Ostrava,,Aktualizováno včera,,
jobs.cz,141,Data Engineer (m/ž),https://www.jobs.cz/rpd/2000298369/?searchId=ca6a1b3e-1716-45ab-8616-66a9737ff72e&rps=233,ABB s.r.o.,Ostrava – Moravská Ostrava,,10. září,,
jobs.cz,142,Datový analytik/BI analytik,https://www.jobs.cz/rpd/2000364176/?searchId=ca6a1b3e-1716-45ab-8616-66a9737ff72e&rps=233,BANDI VAMOS a.s.,Ostrava – Moravská Ostrava,,25. září,,
jobs.cz,143,Data Analytics & BI Specialist,https://www.jobs.cz/rpd/2000363980/?searchId=ca6a1b3e-1716-45ab-8616-66a9737ff72e&rps=233,ABB s.r.o.,Ostrava – Moravská Ostrava,,18. září,,
